# Словарь ChatTranslator. Данные: OpenRussian.org (https://en.openrussian.org),
# https://github.com/Badestrand/russian-dictionary — лицензия CC BY-SA 4.0
# (https://creativecommons.org/licenses/by-sa/4.0/). Изменения: отобраны частые
# слова (по wordfreq), оставлен один перевод, убраны ударения и неоднозначные
# формы, для игровых слов выбрано игровое значение. Этот файл распространяется
# на тех же условиях CC BY-SA 4.0. Собран скриптом tools/build_dictionary.py.
abacus	счёты
throng	толпа
throngs	толпы
throughout	насквозь
thrush	дрозд
thrushes	дрозды
thumb-nail	ноготь
thunderstorm	гроза
thunderstorms	грозы
thursday	четверг
thursdays	четверги
thus	так
thy	твой
thyroid	щитовидный
tic	тик
tick	птичка
ticket	билет
ticket-collector	контролёр
ticket-office	касса
tickets	билеты
ticks	птички
tics	тики
tidings	новость
tidingses	новости
tidy	чистый
tier	ряд
tiers	ряды
tiger	тигр
tigers	тигры
tight	тесный
tight-fitting	прилегающий
tightly	крепко
tights	колготки
tightses	колготки
tile	плитка
tiles	плитки
timber	древесина
timbers	древесины
time	время
time-limit	регламент
time-table	расписание
timely	своевременный
times	времена
tin	жесть
tinge	оттенок
tinges	оттенки
tins	жести
tint	оттенок
tints	оттенки
tiny	крошечный
tip	кончик
tips	кончики
tipsy	пьяный
tiptoe	цыпочки
tiptoes	цыпочки
tiredness	усталость
tirednesses	усталости
tissue	ткань
tissues	ткани
titan	титан
titanic	гигантский
titanium	титан
titaniums	титаны
titans	титаны
tithe	десятина
tithes	десятины
title	титул
title-holder	чемпион
titles	титулы
toad	жаба
toads	жабы
toast	тост
toasts	тосты
tobacco	табак
tobacco-plant	табак
tobaccoes	табаки
today	сегодня
today's	сегодняшний
toe	палец
toe-nail	ноготь
toes	пальцы
toffee	ирис
toffees	ирисы
together	вместе
toil	труд
toilet	туалет
toilets	туалеты
toils	труды
token	знак
tokens	знаки
tolerance	терпимость
tolerances	допуски
tomato	помидор
tomatoes	помидоры
tomb	гробница
tombs	гробницы
tombstone	памятник
tombstones	памятники
tommy-gun	автомат
tomorrow	завтра
tomorrow's	завтрашний
ton	тонна
tone	тон
tones	тона
tongs	клещи
tongses	клещи
tongue	язык
tongues	языки
tonic	прима
tonics	примы
tonnage	вместимость
tonnages	вместимости
tons	тонны
tonses	пропасти
tool	инструмент
tool-making	инструментальный
tools	инструменты
toot	гудок
tooth	зуб
tooth-comb	гребень
toots	гудки
top	верх
top-boot	сапог
top-class	классный
topic	тема
topical	актуальный
topics	темы
tops	верхи
torch	факел
torches	факелы
tories	консерваторы
tornado	торнадо
tornadoes	ураганы
torpedo	торпеда
torpedoes	торпеды
torrent	поток
torrents	потоки
torso	корпус
torsos	корпусы
tortoise	черепаха
tortoise-shell	черепаха
tortoises	черепахи
tory	консерватор
total	общий
totalities	совокупности
totality	совокупность
totally	совершенно
totals	итоги
touch-down	приземление
tough	жёсткий
tour	турне
tourism	туризм
tourist	турист
tourists	туристы
tournament	турнир
tournaments	турниры
tours	гастроли
tow-boat	буксир
tow-line	буксир
tow-rope	буксир
towel	полотенце
towels	полотенца
tower	башня
towers	башни
town	город
town-councillor	гласный
town-dweller	горожанин
town-planning	градостроительство
towns	города
townsfolk	горожане
townspeople	горожане
toxic	ядовитый
toxin	токсин
toxins	токсины
trace	след
traces	следы
track	след
tracker	следопыт
trackers	следопыты
tracks	следы
traction	тяга
tractions	тяги
tractor	трактор
tractors	трактора
trader	торговец
traders	торговцы
tradesman	торговец
tradesmen	торговцы
tradition	традиция
traditional	традиционный
traditionally	традиционно
traditions	традиции
traffic	дорожный
tragedies	трагедии
tragedy	трагедия
tragic	трагический
tragically	трагически
train	поезд
trainee	стажёр
trainees	стажёры
trainer	тренер
trainers	тренеры
training	тренировка
trainings	тренировки
trains	поезда
trait	штрих
traitor	предатель
traitors	предатели
traits	штрихи
tram	трамвай
tram-car	трамвай
tramp	бродяга
tramps	бродяги
trams	трамваи
tramway	трамвай
tramways	трамваи
trance	транс
trances	трансы
